text,label
im not sure what im saying but i did feel frantic and im assuming its because for some reason i didnt really want him to get caught,fear
i woke up feeling empty this morning,sadness
Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid,hate
i think thats right but i still feel a bit suspicious of my logic,fear
And bitch I ain't bout to debate with Ya funky ass either.,offensive
a sail boat that sails backwards can never see the sun rise,inspirational
i feel pissed that he blocked deleted his facebook,anger
i feel all networked and isolated at the same time disconnected and too connected,sadness
i started to feel pretty insecure about my overall look and decided to make a change such as watching my diet by eating less carbo and even joined yoga as my cca,fear
@WyattNuckels @grizzboadams shut the fuck up fag ill beat the shit outta you,hate
i use factor sun screen as i burn so easily but i couldnt help feeling shocked by the amount of people i saw on the flight home who had clearly spent far too long in the sun,surprise
i feel terrified but oh so thrilled and alive,fear
i feel like im sorta going through this weird mid life crisis sort of thing,fear
i wouldnt be who i am wouldnt have the drive to accomplish the things that i do wouldnt feel so loved yet hated at the same time and wouldnt have anyone to both want to hug and want to hit in result of all interactions,love
Winking emoji? I'm about to fuck her right in the pussy,offensive
i am on a cab i feel like im still on strange grounds like i cannot completely unwind yet,surprise
im going to have to spend the next five hours listening to three days grace to work it out of my system and you know how i feel about their rebellious apostrophe neglect,anger
she is delightfully chaotic a beautiful mess loving her is a splendid adventure,inspirational
i always feel like theyre distracted by it and that i catch them staring at the zit on my chin or something,anger
life is essentially an endless series of problems the solution to one problem is merely the creation of another,inspirational
i was attracted to the feeling of being admired being an object of desire and refusing to give in,love
i get the underlying feeling that shes surprised that asians can actually get into ucla,surprise
@DevilFzyq @DevilElyie @TehDevilClan shut up fag,hate
i need and looking them over im feeling a bit more overwhelmed then i usually do,surprise
i hope i ve communicated how it feels to read diary of a submissive effectively roller coaster while continuing to be honest about my hopes for both sophie the storyteller of the book find a smexy dom who loves you damn it,sadness
i expect it and the shock most people experience because of a school shooting or any shooting isnt something that i feel i am completely devastated for everybody who lost a loved one yesterday in newtown ct,sadness
i feel a bit strange right now talking about cartoon characters like they are humans but i have never ever outgrown the stage of believing that cartoon characters plush toys have actual lives,surprise
i eat i do feel more selfish like i am not thinking of others as much,anger
' Id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch &#1041204;&#1043473;... http://t.co/MEtM60bG15,offensive
i did not plan my life to be this way and to feel sad and confused all of the time,sadness
"RT @TheTypicalChick: ""Why do you always wear black"" 

cause I&#8217;m ready for your funeral bitch",offensive
i went back to oxford feeling ecstatic and days later while out for drinks with fellow graduate students i got a notice on my phone of an e mail from the brewery,joy
Fucking douche bro. You're a fag,offensive
i feel like i should have something funny to say about that but i dont,surprise
i m not in search of sanctity sacredness purity these things are found after this life not in this life but in this life i search to be completely human to feel to give to take to laugh to get lost to be found to dance to love and to lust to be so human,inspirational
i feel amazed by their resilience and courage and baulk at the thought of the lengthy road ahead to getting their lives back to normal and rebuilding the city,surprise
blessed are the weird people,inspirational
i hate to have to stop it and for the past couple years thats been the case so many times i would just get involved into something feel this amazing flow beginning and without warning id have to come to a terrible stop oh,surprise
i read about his ill fated postseason debut in i can still feel the bitter sweet joy of childhood dreams born and destroyed within a matter of months,anger
Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though,neutral
RT @EskimoKim_: @WeCameAsJanie I really hate skyler like she's loaning money and it's not even hers like bitch wtf,offensive
@Yankees ugh,neutral
i think about this it makes me feel even more depressed,sadness
i feel a strange perhaps lustful desire for her,surprise
the truth is i didn t need therapy i just needed to feel loved and know that someone out there craved my attention,inspirational
you must be humble as it is one of the greatest forms of worship,inspirational
RT @Im_Thirst: That nigger made the shit out of my coffee.,hate
i feel like i am losing confidence but for now i feel calm,joy
@kieffer_jason @C_janacek07. No the fuck it doesn't it's a fucking song wtf r u talking about. Yes the fuck I can bitch,offensive
i took truffle to the hospital but since my mother was in such bad shape and since i knew alice would have trouble lifting her if she fell i didn t feel that i could accept her offer although i certainly treasured it,love
i am about to know things i wouldnt feel so numb about it,sadness
RT @mirah_101: I think I'm addicted to naked pictures and sitting taking bout bitches that we almost had&#128517;,offensive
i feel sad depress or stress a quick jump in to our fridge to catch a crack of chocolate or a cup ice cream feels good,sadness
i know what i am feeling inside sad,sadness
i always get this feeling of excitement and adventure and sometimes even feel rebellious just knowing that were up before the town driving around ready for a brand spankin new day,anger
i ever find that feeling again of no matter how enraged envious or incredibly sad i felt towards that person,anger
"@iamkrause 
I see da dayd presidents coz my bitches and hoes be makin money day way",offensive
RT @TumbIrRelate: Retweet to save a dumb bitch http://t.co/OqfyOgSLDX,offensive
i just want to stop feeling fearful,fear
i know but i hope it s a net uplift for many that it helps others feel as relieved as i do that last week s election was a clarifying move against what has become a stagnated impotency,joy
RT @AyeYoitsDupree: Rape is NEVER something to mock like this. I stand with Jada #jadapose http://t.co/uEbuOBwTbg,neutral
"@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews",neutral
happiness is not having what you want it is wanting what you have,inspirational
i was generally giving myself to get from point a to point b and i feel like i deprived myself of full comprehension of some of the more complicated scenes,sadness
i feel obviously i really want to be supportive and make things work,love
i just have a weird feeling that there was nothing innocent about what they were doing,joy
i will say what i feel i hide my feelings way too much and ive hated myself for it,anger
i passed you a file her name was in there and you asked about it and then you feel curious about something else and felt upset about it,surprise
i looked at other girls my age and feel kinda mad whenever one of them thinks she is fat while the truth is she is not but i obviously am,anger
i can put on it without words since i just cant type on that it was so lovely this morning yes im feeling sarcastic today,anger
"I honestly don't understand why men love to bash the women that make them feel good. ""She sucked my dick soooo goood. She a ho!"" -__-",offensive
RT @RIPvuhsace: I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,hate
no matter how many people believe or don t believe in you you must b,inspirational
"The nations know who we are, but we rather be real niggers &amp; bad bitches. http://t.co/Ge6tNhxzAF",hate
The leftist/homosexual war on the #Catholic church kicked into high gear with the infiltration of the priesthood by boy-raping fags...,hate
id like to get to the point where instead of feeling sorry for myself for not making the cut that i feel proud about walking away with my head held high eventually and not accepting less than stellar treatment from a guy,sadness
i am a strong believer in the tyranny the dictatorship the absolute authority of the writer,inspirational
This girl is retarded,hate
who's downie like a brownie 4 brunch? Need mimosas,neutral
im feeling doubtful about most everything,fear
listen to what you know instead of what you fear,inspirational
"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",offensive
i should be doing leads to me sitting on the couch feeling overwhelmed and doing none of it,surprise
i feel skeptical of myself because i dont feel as if i can ever feel whole again,fear
i still feel strange having to depend on someone else for the little things,fear
ill be weeks tomorrow and feeling amazing,surprise
Naw she not a hoe she just a Freeky Girl,offensive
Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons,hate
i need to respect how she feels and not make things messy for her,sadness
i havent actually worked out since getting it last week but i have a feeling im going to be thrilled with my readouts after i treadmill today,joy
"RT @YaboySkeete: ""A real man gonna keep it real with his bitches"" LMAOOOOO shut up I'm not tellin u about other women mind ur business",offensive
im writing is making you feel a little funny dont risk it,surprise
Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke,neutral
So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!,neutral
i have a feeling that this is going to unravel and become a valuable lesson as most tough situations are,joy
i don t have any issues with the obvious i went chinese with them yesterday and i wasn t feeling hostile towards any of them,anger
Energy vampires all around this bitch.,offensive
Omer Asik so trash on the offensive side of the floor dude real life murky doo doo water,neutral
im feeling particularly overwhelmed i have a peace of mind that everything will come out just as well in the end,surprise
i did not to take this in bad part i did feel quite offended because it was obvious we hadn t fallen into either of the categories he mentioned,anger
&#8220;@swaqmagician: @100046729 wtf bitch!&#8221;dasss why I ain't come to practice,offensive
i also feel that it is just as selfish to destroy something because someone thinks that it is too much trouble to deal with,anger
Me: put a twist tie on the bags of ice or you'll get it all over your car Kiersten: NAHH bitch it'll be all cool.... http://t.co/158FCOn7SD,offensive
Nope! It's just yellow OTL,neutral
@keno_ Isn't there a law that all clam chowder must be served im bread bowls? Haha,neutral
i feel like i m going to be hated very soon for being the liar that i am,sadness
i feel soo emotional,sadness
i feel pathetic trying sunglasses on by myself with the thoughts of,sadness
in our world said eustace a star is a huge ball of flaming gas,inspirational
@MirDinero ugly bitch cdfu http://t.co/dOkzmu8i0F,offensive
i thank you cause i feel fearless when i listen to it and thats an amazing feeling,joy
i been feeling a little scared,fear
i always feel like there s too much blank space or the font sizes are too large or something,sadness
i love the elegant feeling of this room the louis vxi chairs add a delicate touch palm design,love
i am anxiously awaiting my shower tonight i have a feeling i am going to be amazed,surprise
life isn t about having it s about being you could surround yourself with all that money can buy and you d still be as miserable as a human can be i know people with perfect bodies who don t have half the happiness i ve found on my journeys i ve seen more joy in the slums of mumbai and the orphanages of africa than in wealthy gated communities and on sprawling estates worth millions why is that you ll find contentment when your talents and passion are completely engaged in full force recognise instant self gratification for what it is resist the temptation to grab for material objects like the perfect house the coolest clothes or the hottest car the if i just had x i would be happy syndrome is a mass delusion when you look for happiness in mere objects they are never enough look around look within,inspirational
"@NaiEpolag you may not like my stance on cops, but i didn't (and would not) call you a cunt. please stop copying me on these tweets.",offensive
god turns you from one feeling to another and teaches by means of opposites so that you will have two wings to fly not one,inspirational
#Dutch people who live outside of #NewYorkCity are all white trash.,hate
@ViewFromBoxSeat She's a cunt,hate
@Paixj_ right these hoes ain't loyal,offensive
Gorgeous RT@EmrgencyKittens: Calico Maine coon cat http://t.co/jalyL7h60f,neutral
i will still use it occasionally if my hair is feeling damaged or if i visit a particularly humid climate,sadness
"@midgetmadz shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch",hate
i feel like this specimen kind of fits in with some of the more adventurous reconstructions of dinosaurs with elaborate soft tissues that have become more fashionable of late,joy
@Z_MEGA fasho fasho .. Hurry ya ass up nicca,offensive
I wanna go to a trash talk concert,neutral
i can actually participate without feeling too overwhelmed,surprise
i also am always so tempted to get the shampoo they use because my hair always smells and feels amazing,surprise
"@XXXratedLIPSS I always want to speak to ppl I converse with on twitter but they always look at me like ""bitch, Idk you in REAL life.."" smh",offensive
if i am truly to become an autonomous woman then i must take over that role of being my own guardian i not only have to become my own husband but i need to be my own father too,inspirational
i am not usually one to feel apprehensive about eating in public,fear
id often be left feeling irritated and isolated,anger
i feel shaky and peculiar my adrenaline is obviously higher now than i would have thought it is,fear
Yeah okay let's just put a fire cracker in a cow pie and see what happens,neutral
i feel shocked cause mostly question i can do,surprise
i am feeling so nervous,fear
"RT @KejonASavage: ""@_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;"" some niggas got fuckd up by the bouncers when i w&#8230;",offensive
i have to impress others to gain recognition or to impress myself but i rarely attain that feeling of being genuinely impressed with myself,surprise
love me or hate me i promise that it will never make or break me,inspirational
i feel like this is such an amazing thing that it should be a new law or standard for all buildings,surprise
ive been mia honestly ive been doing the thirty day shred and i feel very very exhausted and i thought exercise was supposed to make you stronger,sadness
"I'm sippin on Patron nigga , my bitch bad to the bone nigga . She fucked up , I'm fucked up , she like "" how we gon get home nigga ? """,offensive
i feel goes just lovely dont you think it was sent to me by bee jewels a few weeks ago you can see my post on this a href http fragile bird,love
i feel about miley cyrus anymore funny rel bookmark september a href http www,surprise
i feel loved when you hold me,love
@EmmaLouisaSuttl Hit the clam chowder.Thanks for the wishes and the card,neutral
i am feeling highly agitated today people ksl sj smh bw febm pain knee surgery expectations frailties that come with being human and missing and not spending much time with tm,fear
i went to some exercise classes for a couple of weeks and the results of feeling less stressed about andy and family life were immediate,sadness
"@NYRKelsMads @DArkMEATHOOK 
Dat colored guy be braisin",offensive
@Arbogucci guys not supposed to get their ass sucked queer,hate
"Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials",neutral
"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",hate
i feel the change in make up hair styling and lighting are successful in showing the contrast of both looks,joy
i have a need to feel that men are more loyal to t,love
i feel so blessed t,love
i was feeling pretty weird because of my dressing that day,surprise
unexpected visit by a close friend,joy
ive been feeling a lot of well the best way to describe it would be ennui,joy
i cannot help but feel conceptually troubled by a small but significant detail in the requiem for a dream corridor scene,sadness
@MC_JayTee lol I already made it. I'm waiting on my brownies to finish &#128526;,neutral
i am in public places that feel breast feeding friendly i dont hesitate to whip a bare boob out and when im not im a little more discreet,joy
i feel we must remember because many still do not believe and if we forget we are doomed to repeat,sadness
i really feel like the funny turn was probably exhaustion related,surprise
"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA",hate
ahah fucking queer @KingJames kill urself,hate
i woke up just feeling very unsure very upset for no discernible reasons but those ive already told you about previously and i just kept working myself up through the morning,fear
i feel so rushed wiht leaving and moving out that,anger
i feel dangerous typing this post out,anger
"cause all my life I was told and taught I am not shit by you wack fucking giant sacks of lying dog shit, now you shut up bitch.",offensive
i feel terrific about it,joy
i feel like i dont even bother any things that will make me unhappy anymore,sadness
i am strating to come to terms with these feelings and realize it is ok for me to feel that way,joy
i feel invigorated to continue on with the please sir name,joy
i feel that parts would be unwelcome,sadness
i was actually feeling rather grouchy with all the black and grey,anger
i feel no pangs of loss or longing but as if i have been rewarded with a fertile new beginning,love
i forget that sometimes and then the universe offers me a moment where i feel overwhelmed by all of the doing that is constantly asking of me to give up my being for its accomplishment,surprise
Parsons trash,neutral
im sure you have tons of family and friends that are happy for you and support you respect her feelings and dont be offended that her situation has led her to where she is now,anger
i didnt even think about his feelings i was so rude to him,anger
i reherse high i feel less inhibited and more free and every time ive ever gone to rehersal stoned i have been complimented on my performance not that i need compliments to feel confident but they support my theory,fear
i feel so njoy n be happy olways d a class profile link href http www,joy
i used because it made me feel fearless,joy
i feel so amazed and gratified that so many people care,surprise
im feeling grinchy and grouchy and grumpy,anger
i feel so amazed at what david rochus and rachael gibson have achieved in the past few months,surprise
to save all we must risk all,inspirational
searching outside of you is samsara the world searching within you leads to nirvana,inspirational
you can have many great ideas in your head but what makes the difference is the action without action upon an idea there will be no manifestation no results and no reward,inspirational
i was feeling nostalgic and wanted to read something that did not require a lot of effort and a href http www,love
i still feel pretty shaken by the incident,fear
RT @Vbomb20: Got these hoes on my dick like brad pitt,offensive
@iH8TvvitterHoes @breezyfrmdablok what do you mean nice try? I'm right nigga. You a faggot. If you wanna argue bout anything else continue,offensive
im still without pot and im still feeling exhausted,sadness
i feel like i was pretty pathetic,sadness
@ElJefeDeJefes4C damn bitches on a niggas mind haha,offensive
@ImpactParasite just fuckin roasted this faggot,hate
i no longer feel the need to keep reading books i don t like or to read all the books in a series if i liked the first one okay or whatever,love
i feel privileged to have had a front row seat to witness his bravery and heroic actions,joy
Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife,neutral
for those who know the value of and exquisite taste of solitary freedom for one is only free when alone the act of leaving is the bravest and most beautiful of all,inspirational
im thinking and my way of doing things while i dun understand his feelings not considerate and always assume im right thinking that hes unreasonable and demanding sometimes possesive,joy
i must admit i do feel envious because i dont have them and thats why my network is small,anger
i know im gonna feel shitty about it till like tomorrow,sadness
i often quote to myself if im feeling fearful or anxious it reminds me that these feelings to do not come from god and are not part of his plans for his people,fear
i just feel so glamorous a glamorous purling sprite,joy
i feel so weird inside i think i might barf some,fear
RT @DRUDGE_REPORT: Shy bladder group protests Rob Lowe DIRECTV ad... http://t.co/d5YxglIoKL,neutral
some people insist that mediocre is better than best they delight in clipping wings because they themselves can t fly they despise brains because they have none,inspirational
i feel very passionate about all those records that weve done,love
i failed in supporting you to keep this friendship going sometimes i just feel annoyed because at one time so many text messages come gushing in and i feel so lazy to reply to all of them including yours,anger
i feel fab lt,joy
i understand that hes feeling determined and wants to prove himself to miho but isnt that something to smile about,joy
im feeling really horny now thinking about j,love
i know love im a sucker for that feeling happens all the time love i always end up feelin cheated youre on my mind love or so that matter when i need it it happens all the time love yeah will he love you like i loved you,love
i feel apprehensive about the statement i made about tomato sauce earlier,fear
i feel we got heavily punished feel if we had played this game times we would have got something out of it in nine of them,sadness
"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",offensive
i think its amazing that so many people reach out to help families other than their own and i love the idea of combining something that i have a passion for with causes i feel passionate about,love
grace is what picks me up and lifts my wings high above and i fly grace always conquers be graceful in everything in anger in sadness in joy in kindness in unkindness retain grace with you,inspirational
i think i have been feeling a little disheartened after this unlucky and possibly slightly na ve experience while richard was visiting,sadness
RT @Now_Thats_Fresh: Hoes love exposing other hoes on twitter,offensive
i feel passionate about the brand the opportunity and what this business is all about,joy
RT @AndrewLuck23: Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @jjauthor @BettinaVLA @FLGovScott htt&#8230;,neutral
i feel more like i have just been beaten senseless in a dark alley and then mugged except nothing is broken or bruised,sadness
"I don't. (._.) RT @FvckFresh: Light skin Bitches will have 30 unread texts &amp; still tweet ""Nobody to talk to"" .. You bitches is outta control",offensive
only after disaster can we be resurrected it s only after you ve lost everything that you re free to do anything nothing is static everything is evolving everything is falling apart,inspirational
im sitting here typing this and im sore and tired and feel kind of dazed yet theres this sadistic part of me that cant wait for tomorrows workout plyometric cardio circuit,surprise
i left out an important step feel threatened,fear
ive been trying to break out of this feeling that im not good pretty smart enough,joy
i have been feeling weird stuff i have never felt before,surprise
i could find a way to keep my mind off it at all times and never feel dissatisfied with my situation i d happily stop being involved with women for the next years or so and go work on my career,anger
at an antipornography meeting,anger
i wanna go to bugis street to look around but then at that point i was feeling grumpy refer to above so yeah,anger
&#128520;&#127383; we snap chatted for one night lol. But you're cute. Snapchat me back nig,neutral
i don t know how many degrees it is right now in tokyo but i feel insanley hot in this terrible apartment,love
everything you want is on the other side of fear,inspirational
@caraabastow That's a cute and fuzzy one...hehehe ;),neutral
"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome",hate
@THYGOAT @ItsVinnyDoe_ those crackers will leave you parched asf,neutral
RT @vinehumor: Flappy bird is taking over my life. I can hear the bird crashing every time something goes wrong. https://t.co/kuLDr4mabp,neutral
i feel so unimportant im sooo unmotivatedddd,sadness
i was feeling curious though and decided i wanna google this guy just to see what pops up,surprise
im feeling curious why do you need that portrait,surprise
i able to find ways to feel compassionate for a man who violently and repeatedly raped a tiny little girl and damaged her for life but i am totally incapable of finding compassion for myself,love
i was a bit frustrated with them for some things as a parent will get at times and my feelings were hurt but i didnt lose it and take it out on them,sadness
RT @WhitesOnly_1: #niggers! http://t.co/Hb3uJaLky2,hate
@AmericanWhiteHM I hate that nigger.,hate
i hate illegals who feel they were wronged one hundred years ago now believe that part of the united states will be theirs for the taking if they move enough of their people into those territories and vote out those that created the government in those areas in the first place,anger
i feel so tranquil and at peace with myself as i read the affirmations,joy
i is distraught her eyes go so wide and glazed over that you really feel shes shocked and horrified,surprise
@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,hate
i used to feel like a weird fanatic for social networking sites,surprise
"RT @jennaferjenbub: &#8220;@BarryClerjuste: ""Anything below a A+ and we disown you ling ling"" http://t.co/m1QiWK4xZg&#8221; @AustinBedsaul",neutral
I like the Yankees toinight -107 http://t.co/J4rhaMBu,neutral
i feel that i have become sort of a go to person for those who know someone who is caught up in this tragic situation,sadness
be brave to stand for what you believe in even if you stand alone,inspirational
i feel so amazed but that amazement was only a bit but im blessed to have a little but great amazement,surprise
i take notes the feeling of his hands all over me his breathing my breathing i can t think of anything else because i want to hate this loathe it despise it and go all hostile lesbian but it feels so right,anger
@RylannWilliams ok chill love bird lol,neutral
i have a feeling kanye was eventually going to put this out and although im extremely impressed with the piece i would have preferred to wait for kanyes own,surprise
im a little ways into it i am having issues of feeling worthless,sadness
i still think that hes too young to be my younger brother could not be my son either i still remember when i first met andy i feel that he has handsome features thus leave me a deep impression and feel that hell be popular in showbiz,joy
i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,anger
i feel like i ve just been kicked somewhere very unpleasant,sadness
i should be feeling excitement which i am for the most part but im also feeling a little bit apprehensive a little bit guilty,fear
Im a twat,neutral
i am going back and forth between feeling impatient to hit this goal and knowing that i will hit it eventually,anger
@DanielSizelove @Conrad_MLG get on cunt,hate
always do what you are afraid to do,inspirational
i hear from people saying that i made them feel that its ok to send a bag lunch to school that didnt have a sandwich in it it reminds me that its so important to know that the only way you will fail is if you give up,joy
i can t tell whether you re angry or feeling compassionate,love
i feel cranky and whiny,anger
i do not feel like having my life fucked over because some stupid slut wants to chug vicodins and vodka,anger
i feel robbed of the credit i have claimed for my intelligent ideas,joy
i feel that i have became fairly complacent in my understanding and interpretation of this value,joy
i here it goes recently i have people who contact me just because they are feeling horny amp they cant find people to make them feel better,love
i feel like falling in love with her is part of being amazed at how she makes our family so much better,surprise
im actually stressed and feeling so fucked up by a group member,anger
i am feeling sorry for myself actually i know none of you care but i just needed to get it off my chest before i exploded,sadness
i think in some part im annoyed that i feel like i can never be annoyed,anger
for too many centuries women have been being muses to artists i wanted to be the muse i wanted to be the wife of the artist but i was really trying to avoid the final issue that i had to do the job myself,inspirational
i am now realizing why i feel this longing,love
i start off by using the physiological cleansing milk from la roche posay as i feel its lovely and gentle and leaves my skin feeling clean and soft,love
i feel assured that the transport of the colvile returns from fort vancouver to this place will involve a greater expense than you appear to anticipate,joy
i feel reluctant for the start of this new semester i feel some hope,fear
If you're not attractive .... bitch you ain't making my drinks...! TF you think this is.?,offensive
i love listening to music while at work and i cant help but feel agitated that my favourite web music players last,anger
i do when i m feeling a bit weird to reground myself,surprise
i want to avoid feeling burdened,sadness
i feel anything but passionate emotions,love
a woman s heart should be so hidden in god that a man has to seek him just to find her,inspirational
i feel so doubtful of a lot of things,fear
i was feeling very intimidated while he was going over my paperwork when he looked up at me and said father,fear
i feel so unwelcome and liek i am a huge inconvenince,sadness
i will not relinquish my feelings about how you choose to behave and how you inflict it on other innocent people like eileen and danial,joy
"Posted a new song: """"guala"""" http://t.co/TbpOuto6zR http://t.co/y1RpItkIAf",neutral
"RT @XtraXtraLex: I was disgusted, betrayed, hurt, &amp; my pussy drier than a niggas skin in the winter time",offensive
"*Bows down* ""Yes bitchmaster bitch""",offensive
i meet and to witness them work through really difficult issues makes me feel so blessed,joy
Mommy said no pussy cats inside my dawgs house,neutral
government exists to protect us from each other where government has gone beyond its limits is in deciding to protect us from ourselves,inspirational
i don t feel that i m supporting the blogosphere by linking to somebody that just threw up a blog to sit and spin and do nothing ya know,love
i feel all the hurt and pain and unfairness of it all,sadness
i wake up every day telling myself that i m more than this but for some reason i can t shake the feeling that i m shy and scared about venturing out there into the world,fear
Thanks @delaney_jade for coming with me last night because it's ghetto and no one else could of handled it! #Summer2014,neutral
i have no way to prove it the few friends that i have i feel funny to ask them to join one of the many people that do not like me facebook and see if i am being bashed regularly by them and they are broadcasting the hate all over the place,surprise
i feel uncomfortable with skype and phone calls for some reason it makes me feel anxious to have someone looking at me or its pressure or something,fear
i feel like i am liked more when i first meet people but when they get to know me i create a wall between us,love
i didn t mention you here and we are close please don t feel insulted,anger
i feel like lately ive be a more impatient yelling and unkind mother,anger
i really really hate spencer pratt and heidi montag so much that i can actually feel my blood pressure rise whenever i see one of these obnoxious fake happy photos of them,anger
i feel for you is not casual hermione,joy
i always feel somewhat reluctant,fear
1300 for the eggs sunny side nicca .. @EastsideDame,neutral
im puffed up feeling proud and self righteous then the next plunging into worry and anxiety,joy
"RT @McNarstle: And she's watchin' him with those eyes / And she's makin' him linguine &amp; clams with that body, I just know it!",neutral
i did what i usually do when i get a comment which makes me feel ive missed the mark i checked with my fairy blogmother a href http thebottomoftheironingbasket,sadness
im not always able capture the essence of the way i see the world in writing i feel that my weird way of thinking has been generally consistent throughout my short years,surprise
i like the mellowness and friendliness of people out here but i do feel that the sunshine dazed state of mind tends to cover up a whole lot of fucked upness,surprise
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/O8JoZOKFEI,neutral
"Perhaps Ezra Miller is the first crack toward changing that, regardless of whether he identifies as queer over gay.",neutral
@1Oyster1 maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.,neutral
i want to stop feeling insecure about the future,fear
Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,hate
ive been feeling troubled recently its all my own creations,sadness
i hate that feeling of not loving or even liking or enjoying a book,love
i didn t feel personally insulted after he spoke,anger
i am sat feeling useless when things happen to family so far away,sadness
"This fat bitch just said ""next time don't forget my potato chips"" &#128514;&#128514;",offensive
I can be very vengeful. Don't be a cunt.,offensive
sometimes our light goes out but is blown again into instant flame by an encounter with another human being,inspirational
gay ass fags http://t.co/eqn4gvW42V,hate
the grand essentials to happiness in this life are something to do something to love and something to hope for,inspirational
i was feeling terribly impressed with how strong i apparently was until i just noticed that the head weighs pounds not kilos,surprise
i stayed downstairs with a group of other people discussing our feeling and how shocked we were that as educated jews who visit israel on a regular basis we knew noting of this place or what people experience on a daily basis,surprise
i prefer you to make mistakes in kindness than work miracles in unkindness,inspirational
Not really sure how to describe what's happening here #eurotrash @mguiducci @nickbrown85 @ VIP Room http://t.co/WTS6nM3egc,neutral
i kinda feel guilty now cause of it,sadness
He may be the President but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions.,neutral
i lived in this house for three years but now i feel very curious,surprise
"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",hate
@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.,hate
i kind of feel like i do things but am unsure why,fear
my task which i am trying to achieve is by the power of the written word to make you hear to make you feel it is before all to make you see,inspirational
i do feel remorseful,sadness
i sat outside feeling listless and grumpy,sadness
i just took a four hour nap and i feel terrible,sadness
im one hour short of sleep thanks to daylight savings and feeling cranky,anger
You said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure,neutral
i have a long history of hating any situation that makes me feel wronged and blamed when i feel i dont deserve to something i deeply have in common with the protagonist of jane eyre and its been hard for me to see this situation clearly,anger
ive noticed that i can be talking about something that seems inconsequential but ill feel my eyes getting hot and moist,love
i am feeling very restless irritable and discontent,fear
""" if you aint bout that Murder Game pussy nigga shut up """,offensive
"Alarm set, early bird n all that. Night all xx",neutral
i am not sure what it is i am going to do but i feel i would be foolish to ignore the signs,sadness
i write this i feel selfish,anger
i still feel terrified but a wave of apathy takes me and suddenly i just dont care what happens to me or anyone else,fear
i hate it when feelings fade because i never decided to stop caring as deeply as i used to my body just forgot how great it felt to feel so deeply for my frenchie,love
i feel like hopeless,sadness
it s only after you ve stepped outside your comfort zone that you begin to change grow and transform,inspirational
i awoke this morning feeling a little cranky,anger
RT @MNYves: He's an idiot. RT @M00n_baby: miserable trash excuse for a man http://t.co/jtL7Uis2YM,neutral
i coughed slightly and rolled my lychee martini around in my mouth waiting to feel shocked or react at all but instead i kicked into dating survival mode,surprise
@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense,neutral
i actually go to the show i didnt feel weird or out of place at all,fear
i have thought a lot about this and realized that thanksgiving is about family and feeling thankful for them and what we have,joy
i feel even more confused than you readers,fear
im sick ive been sick since saturday equaling five days of feeling awful,sadness
i allow myself to feel and show happiness others might take advantage of me or i might not be respected,joy
I need a bitch &#128533;,offensive
one time for the illest bitch alive,offensive
i just lost my ipod nano so i m feeling a little nostalgic,love
